Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01213","Cauliflowers and broccoli","2021","2021","","145.19","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01213","Cauliflowers and broccoli","2022","2022","","118.63","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01213","Cauliflowers and broccoli","2023","2023","","126.76","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01213","Cauliflowers and broccoli","2003","2003","","80.23","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01213","Cauliflowers and broccoli","2004","2004","","80.04","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01213","Cauliflowers and broccoli","2005","2005","","82.43","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01213","Cauliflowers and broccoli","2006","2006","","84.37","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01213","Cauliflowers and broccoli","2007","2007","","88.62","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01213","Cauliflowers and broccoli","2008","2008","","90.69","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01213","Cauliflowers and broccoli","2009","2009","","92.79","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01213","Cauliflowers and broccoli","2010","2010","","98.64","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01213","Cauliflowers and broccoli","2011","2011","","109.79","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01213","Cauliflowers and broccoli","2012","2012","","107.85","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01213","Cauliflowers and broccoli","2013","2013","","91.27","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01213","Cauliflowers and broccoli","2014","2014","","87.5","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01213","Cauliflowers and broccoli","2015","2015","","107.43","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01213","Cauliflowers and broccoli","2016","2016","","105.06","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01213","Cauliflowers and broccoli","2017","2017","","116.47","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01213","Cauliflowers and broccoli","2018","2018","","125.41","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01213","Cauliflowers and broccoli","2019","2019","","121.7","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01213","Cauliflowers and broccoli","2020","2020","","165.79","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01213","Cauliflowers and broccoli","2021","2021","","144.93","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01213","Cauliflowers and broccoli","2022","2022","","118.12","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01213","Cauliflowers and broccoli","2023","2023","","126.05","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01344.02","Cherries","2003","2003","","91.54","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01344.02","Cherries","2004","2004","","102.89","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01344.02","Cherries","2005","2005","","107.59","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01344.02","Cherries","2006","2006","","100.09","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01344.02","Cherries","2007","2007","","62.83","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01344.02","Cherries","2008","2008","","70.79","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01344.02","Cherries","2009","2009","","78.69","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01344.02","Cherries","2010","2010","","64.64","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01344.02","Cherries","2011","2011","","87.73","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01344.02","Cherries","2012","2012","","68.45","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01344.02","Cherries","2013","2013","","70.81","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01344.02","Cherries","2014","2014","","69.5","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01344.02","Cherries","2015","2015","","116.4","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01344.02","Cherries","2016","2016","","114.09","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01344.02","Cherries","2017","2017","","128.55","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01344.02","Cherries","2018","2018","","114.47","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01344.02","Cherries","2019","2019","","144.57","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01344.02","Cherries","2020","2020","","60.72","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01344.02","Cherries","2021","2021","","157.25","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01344.02","Cherries","2022","2022","","162.18","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01344.02","Cherries","2023","2023","","77.61","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01344.02","Cherries","2003","2003","","90.8","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01344.02","Cherries","2004","2004","","101.79","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01344.02","Cherries","2005","2005","","106.22","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01344.02","Cherries","2006","2006","","98.62","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01344.02","Cherries","2007","2007","","61.78","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01344.02","Cherries","2008","2008","","69.48","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01344.02","Cherries","2009","2009","","77.15","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01344.02","Cherries","2010","2010","","63.36","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01344.02","Cherries","2011","2011","","86.17","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01344.02","Cherries","2012","2012","","67.51","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01344.02","Cherries","2013","2013","","70.21","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01344.02","Cherries","2014","2014","","69.26","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01344.02","Cherries","2015","2015","","116.4","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01344.02","Cherries","2016","2016","","114.35","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01344.02","Cherries","2017","2017","","129.03","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01344.02","Cherries","2018","2018","","114.96","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01344.02","Cherries","2019","2019","","144.94","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01344.02","Cherries","2020","2020","","60.71","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01344.02","Cherries","2021","2021","","156.93","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01344.02","Cherries","2022","2022","","161.44","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01344.02","Cherries","2023","2023","","77.15","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01373","Chestnuts, in shell","2003","2003","","143.3","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01373","Chestnuts, in shell","2004","2004","","132.72","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01373","Chestnuts, in shell","2005","2005","","96.71","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01373","Chestnuts, in shell","2006","2006","","138.37","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01373","Chestnuts, in shell","2007","2007","","99.84","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01373","Chestnuts, in shell","2008","2008","","98.46","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01373","Chestnuts, in shell","2009","2009","","100.06","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01373","Chestnuts, in shell","2010","2010","","92.01","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01373","Chestnuts, in shell","2011","2011","","75.22","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01373","Chestnuts, in shell","2012","2012","","78.75","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01373","Chestnuts, in shell","2013","2013","","101.85","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01373","Chestnuts, in shell","2014","2014","","76.01","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01373","Chestnuts, in shell","2015","2015","","113.74","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01373","Chestnuts, in shell","2016","2016","","110.25","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01373","Chestnuts, in shell","2017","2017","","122.99","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01373","Chestnuts, in shell","2018","2018","","140.51","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01373","Chestnuts, in shell","2019","2019","","180.48","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01373","Chestnuts, in shell","2020","2020","","173.65","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01373","Chestnuts, in shell","2021","2021","","155.29","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01373","Chestnuts, in shell","2022","2022","","93.33","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01373","Chestnuts, in shell","2023","2023","","98.1","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01373","Chestnuts, in shell","2003","2003","","142.15","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01373","Chestnuts, in shell","2004","2004","","131.32","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01373","Chestnuts, in shell","2005","2005","","95.49","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01373","Chestnuts, in shell","2006","2006","","136.35","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01373","Chestnuts, in shell","2007","2007","","98.17","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01373","Chestnuts, in shell","2008","2008","","96.65","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01373","Chestnuts, in shell","2009","2009","","98.11","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01373","Chestnuts, in shell","2010","2010","","90.2","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01373","Chestnuts, in shell","2011","2011","","73.89","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01373","Chestnuts, in shell","2012","2012","","77.69","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01373","Chestnuts, in shell","2013","2013","","100.99","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01373","Chestnuts, in shell","2014","2014","","75.75","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01373","Chestnuts, in shell","2015","2015","","113.74","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01373","Chestnuts, in shell","2016","2016","","110.51","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01373","Chestnuts, in shell","2017","2017","","123.46","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01373","Chestnuts, in shell","2018","2018","","141.12","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01373","Chestnuts, in shell","2019","2019","","180.96","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01373","Chestnuts, in shell","2020","2020","","173.65","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01373","Chestnuts, in shell","2021","2021","","154.98","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01373","Chestnuts, in shell","2022","2022","","92.91","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01373","Chestnuts, in shell","2023","2023","","97.54","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01703","Chick peas, dry","2003","2003","","118.31","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01703","Chick peas, dry","2004","2004","","120.82","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01703","Chick peas, dry","2005","2005","","44.9","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01703","Chick peas, dry","2006","2006","","59.7","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01703","Chick peas, dry","2007","2007","","83.28","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01703","Chick peas, dry","2008","2008","","54.6","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01703","Chick peas, dry","2009","2009","","50.84","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01703","Chick peas, dry","2010","2010","","50.59","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01703","Chick peas, dry","2011","2011","","56.86","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01703","Chick peas, dry","2012","2012","","53.01","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01703","Chick peas, dry","2013","2013","","36.71","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01703","Chick peas, dry","2014","2014","","44.4","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01703","Chick peas, dry","2015","2015","","116.39","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01703","Chick peas, dry","2016","2016","","139.21","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01703","Chick peas, dry","2017","2017","","125.92","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01703","Chick peas, dry","2003","2003","","117.29","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01703","Chick peas, dry","2004","2004","","119.47","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01703","Chick peas, dry","2005","2005","","44.31","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01703","Chick peas, dry","2006","2006","","58.79","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01703","Chick peas, dry","2007","2007","","81.84","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01703","Chick peas, dry","2008","2008","","53.57","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01703","Chick peas, dry","2009","2009","","49.82","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01703","Chick peas, dry","2010","2010","","49.56","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01703","Chick peas, dry","2011","2011","","55.82","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01703","Chick peas, dry","2012","2012","","52.26","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01703","Chick peas, dry","2013","2013","","36.38","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01703","Chick peas, dry","2014","2014","","44.22","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01703","Chick peas, dry","2015","2015","","116.32","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01703","Chick peas, dry","2016","2016","","139.46","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01703","Chick peas, dry","2017","2017","","126.33","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2003","2003","","119.44","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2004","2004","","121.93","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2005","2005","","124.63","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2006","2006","","131.38","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2007","2007","","136.85","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2008","2008","","142.33","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2009","2009","","153.27","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2010","2010","","122.68","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2011","2011","","94.48","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2012","2012","","98.25","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2013","2013","","89.59","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2014","2014","","108.8","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2015","2015","","96.8","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2016","2016","","94.4","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2017","2017","","90.01","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2018","2018","","4175.6","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2019","2019","","4013.57","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2020","2020","","5966.71","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2021","2021","","5932.77","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2022","2022","","4519.38","E","Estimated value"
"QI","Production Indices","620","Portugal","432","Gross Production Index Number (2014-2016 = 100)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2023","2023","","5110.57","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2003","2003","","118.54","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2004","2004","","120.7","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2005","2005","","123.12","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2006","2006","","129.52","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2007","2007","","134.63","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2008","2008","","139.79","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2009","2009","","150.37","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2010","2010","","120.33","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2011","2011","","92.85","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2012","2012","","96.96","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2013","2013","","88.88","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2014","2014","","108.48","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2015","2015","","96.85","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2016","2016","","94.67","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2017","2017","","90.4","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2018","2018","","4195.97","E","Estimated value"
"QI","Production Indices","620","Portugal","434","Gross per capita Production Index Number (2014-2016 = 100)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2019","2019","","4026.19","E","Estimated value"
