ISO_Code,Year,Fertilizer_Usage,Crop_Type,Y_Productivity,Temp_Mean,Irrigation_Proxy,Precip_Annual,Temp_Mean_Sq,log_Yield,Irrig_Rate
FRA,2021,171.652047698957,Maize (corn),104.96,12.87,2.535598769,0.036,165.63689999999997,4.653579325195778,10.5
FRA,2021,171.652047698957,Wheat,98.79,12.87,2.535598769,0.036,165.63689999999997,4.592996385056383,10.5
GRC,2021,188.187692114327,Barley,75.33,16.22,0.519528453,0.029,263.0884,4.321878461837604,30.7
GRC,2021,188.187692114327,Maize (corn),79.64,16.22,0.519528453,0.029,263.0884,4.377516479195996,30.7
GRC,2021,188.187692114327,Wheat,75.77,16.22,0.519528453,0.029,263.0884,4.327702435943282,30.7
ITA,2021,112.800112111925,Barley,117.43,12.73,0.001149472,0.034,162.05290000000002,4.7658424113769895,28.7
ITA,2021,112.800112111925,Maize (corn),78.78,12.73,0.001149472,0.034,162.05290000000002,4.36665915754276,28.7
ITA,2021,112.800112111925,Wheat,96.94,12.73,0.001149472,0.034,162.05290000000002,4.57409223041723,28.7
PRT,2021,184.54629978464,Barley,115.69,16.38,0.542474646,0.023,268.3044,4.750914200040797,14.3
PRT,2021,184.54629978464,Maize (corn),92.7,16.38,0.542474646,0.023,268.3044,4.529368472571809,14.3
PRT,2021,184.54629978464,Wheat,77.38,16.38,0.542474646,0.023,268.3044,4.348728349272367,14.3
ROU,2021,98.3148579413135,Barley,115.26,10.34,0.282414039,0.027,106.9156,4.747190446008521,4.4
ROU,2021,98.3148579413135,Maize (corn),140.01,10.34,0.282414039,0.027,106.9156,4.941713848629834,4.4
ROU,2021,98.3148579413135,Wheat,130.54,10.34,0.282414039,0.027,106.9156,4.871679693207072,4.4
ESP,2022,110.60258773099,Barley,92.24,15.56,0.474597664,0.022,242.11360000000002,4.524393875960803,15
ESP,2022,110.60258773099,Maize (corn),80.32,15.56,0.474597664,0.022,242.11360000000002,4.386018655943419,15
ESP,2022,110.60258773099,Wheat,94.3,15.56,0.474597664,0.022,242.11360000000002,4.546481189639412,15
FRA,2022,130.618577422308,Barley,96,14.26,3.073997813,0.032,203.3476,4.564348191467836,10.5
FRA,2022,130.618577422308,Maize (corn),74.33,14.26,3.073997813,0.032,203.3476,4.308514638737202,10.5
FRA,2022,130.618577422308,Wheat,93.59,14.26,3.073997813,0.032,203.3476,4.538923540169165,10.5
GRC,2022,142.778689190051,Barley,73.77,16.09,0.553330314,0.024,258.8881,4.300952144896211,30.7
GRC,2022,142.778689190051,Maize (corn),79.1,16.09,0.553330314,0.024,258.8881,4.370712874773608,30.7
GRC,2022,142.778689190051,Wheat,78.65,16.09,0.553330314,0.024,258.8881,4.365007629504287,30.7
ITA,2022,113.921324044104,Barley,124.58,13.68,0.001193215,0.028,187.14239999999998,4.824948079825999,28.7
ITA,2022,113.921324044104,Maize (corn),60.86,13.68,0.001193215,0.028,187.14239999999998,4.108576144468825,28.7
ITA,2022,113.921324044104,Wheat,87.84,13.68,0.001193215,0.028,187.14239999999998,4.47551697776122,28.7
PRT,2022,128.54849014314,Barley,64.64,16.97,0.499854455,0.024,287.98089999999996,4.16883341421284,14.3
PRT,2022,128.54849014314,Maize (corn),88.45,16.97,0.499854455,0.024,287.98089999999996,4.482437420605795,14.3
PRT,2022,128.54849014314,Wheat,69,16.97,0.499854455,0.024,287.98089999999996,4.23410650459726,14.3
ROU,2022,90.26354889782,Barley,99.3,11.19,0.365930783,0.021,125.21609999999998,4.598145571051127,4.4
ROU,2022,90.26354889782,Maize (corn),75.93,11.19,0.365930783,0.021,125.21609999999998,4.329811863225142,4.4
ROU,2022,90.26354889782,Wheat,108.65,11.19,0.365930783,0.021,125.21609999999998,4.688131706702439,4.4
